409759635865088000	kb9_official en conferencia de prensa con el #realmadrid 😁👍👌🔝😘  #francia #fff #edf #allezlesbleues #rm… http://t.co/iHw910iVc8
409759280590749696	RT @PhilippeTreguer: La France «prête à construire» deux nouvelles tranches #EPR en Chine http://t.co/anVTFVcCoc #nucléaire #AREVA #EDF
409756360583417857	RT @c_cprepa: "@cohenjh: Les prépas ne se laisseront pas solder #CPGE, Ecoutez-nous M. Peillon http://t.co/wqbBo95zQ4"#ingenieurs #EDF #
409753427825020928	RT @camipotap: #madrijot #amarte #alegria #israel #edf #sos #genial macafirbank http://t.co/KB8CGLSdPb
409752779054264320	Coupe du Monde 2014 / Les communautés équatoriennes et honduriennes attendent le Mondial – 08/12 http://t.co/zHeQDd932V #edf
409752776550273025	Coupe du Monde 2014 / Salvador de Bahia attend les Français – 08/12 http://t.co/N4pUoDomVx #edf
409752771168989184	Coupe du Monde 2014 / Les communautés équatoriennes et honduriennes attendent le Mondial – 08/12 http://t.co/GGzTTOqFhc #edf
409752762604220416	Coupe du Monde 2014 / Salvador de Bahia attend les Français – 08/12 http://t.co/oss6mljqST #edf
409750176287301632	Millions WILL NOT see £50 cut to energy after #EDF #EON refuse to refund http://t.co/WuP7y78d5C http://t.co/dpezF9jRWX
409748284748886016	RT @jessicaalban1: @MATUIDIBlaise ✌ #TeamPSG #EDF http://t.co/1s3469uTrF
409744878113792000	La France «prête à construire» deux nouvelles tranches #EPR en Chine http://t.co/anVTFVcCoc #nucléaire #AREVA #EDF
409744101215854592	RT @jessicaalban1: @MATUIDIBlaise ✌ #TeamPSG #EDF http://t.co/1s3469uTrF
409743496497876992	RT @jessicaalban1: @MATUIDIBlaise ✌ #TeamPSG #EDF http://t.co/1s3469uTrF
409743176908668928	RT @jessicaalban1: @MATUIDIBlaise ✌ #TeamPSG #EDF http://t.co/1s3469uTrF
409742997035954176	RT @jessicaalban1: @MATUIDIBlaise ✌ #TeamPSG #EDF http://t.co/1s3469uTrF
409742744920535040	RT @jessicaalban1: @MATUIDIBlaise ✌ #TeamPSG #EDF http://t.co/1s3469uTrF
409742611595812865	@MATUIDIBlaise ✌ #TeamPSG #EDF http://t.co/1s3469uTrF
409740491560058880	#madrijot #amarte #alegria #israel #edf #sos #genial macafirbank http://t.co/KB8CGLSdPb
409724008335429632	RT @mon_1985SERGIO: Gracias @paulalaya q m a tenido informado en todo momento la mejor informadora posible #edf #somosuno http://t.co/jSXU1…
409717280738525184	La France favorisée pour le tirage au sort? Motta est d’accord! http://t.co/Y2DJOtJKlB #edf
409717280335876096	La France favorisée pour le tirage au sort? Motta est d’accord! http://t.co/JWsT50lQm4 #edf
