410537073985474560	RT @ValentinLucas9: 🙀 #edf http://t.co/5lhybYwFTs
410530393688125440	@Laure_86 http://t.co/n79hAFdVsj Destination Rio ! #EDF
410530232769458176	@mamadousakho3 http://t.co/n79hAFdVsj Destination Rio ! Merci Sakho ! #EDF
410529857094041600	@Raymon_Domenech http://t.co/n79hAFdVsj #EDF
410529689338662912	@PierreMenes http://t.co/n79hAFdVsj #EDF
410528952420433921	@BFMTV http://t.co/n79hAFdVsj #EDF #Foot #RMC
410528697847140352	@Alertefoot http://t.co/n79hAFdVsj  #EDF
410528582482792449	RT @FloLemaitre: @lequipe http://t.co/n79hAFdVsj #EDF
410528448395091968	@lequipe http://t.co/n79hAFdVsj #EDF
410526002431791104	Save the Children exposed: suppressed criticism of corporate sponsor, dropped fuel poverty campaign #EDF #Britishgas http://t.co/rKuYGZcrhL
410523217921445888	France - Pays-Bas 5 mars 2014 #EDF #LesBleus http://t.co/nGRhevmm8I
410522292171849728	RT @ValentinLucas9: 🙀 #edf http://t.co/5lhybYwFTs
410519703799726081	RT @thesocialclient: "Love Your Customers", retour en vidéo: Sébastien Jumel Directeur Marketing Clients Particuliers #EDF http://t.co/7EJd…
410516887240339457	RT @ValentinLucas9: 🙀 #edf http://t.co/5lhybYwFTs
410513442240749568	#football, #algérie #edf en juin prochain en algérie :... http://t.co/r6OgwSsRK0
410513417792155648	RT @EDF_Paluel: 42180,80 euros : record battu à #paluel pour le #telethon2013 !! http://t.co/MtFHounXX4 #solidarite #EDF
410512135979270144	Mr Marius Tresor  #CDF #11DeLegendePourLesGamers #Fifa14 #Edf  #Papa http://t.co/F2wtLiGMCR
410511879467851778	ADVOCACY: Market approach to fighting pollution produces results -- and compromises -- that set #EDF apart http://t.co/GwjkuVEGp0
410506928133902336	WORTH GETTING OFF THE BUS FOR? France handed generous WC draw / http://t.co/4z2vLU7yQg by @hotdogfrog #EDF #FFF
410506759355133952	Market approach to fighting pollution produces results -- and compromises -- that set #EDF apart http://t.co/gzym72EadD via @EEPublishing
410506297914961920	#PS4 Barrage aller #EDF 3/3 http://t.co/AgAjna5NFv
410506127336820736	#PS4 Barrage aller #EDF 2/3 http://t.co/JjMotKzvAX
410505917860687872	Puis pour le foot :  Barrage aller #EDF 1/3 http://t.co/cvlnWWDL0n
410505769801367552	You know you're going to buy a top of crap from #amazon this season, why not have .5% go to the environment? #EDF http://t.co/ISg9ezl0K9
410504942990815233	#Brésil : la Coupe de Belo Monte est déjà pleine http://t.co/nVVgdcl4Ma | #BeloMonte #Indigné #CDM2014 #EDF #Lula #Dilma #FIFA
410502788750139392	Quels Bleus partiront à la conquête du Brésil ? http://t.co/CgEf1avprV @FFF #Deschamps #Brésil #CM2014 #EdF
410502343461855232	Nucléaire : l’exploitation de Tihange 1 prolongée de 10 ans http://t.co/ibuRwuSG5J via @fil_energie #EDF #belgique
410501998631321600	Eolien en mer : les éoliennes de Guérande seront assemblées à Saint-Nazaire http://t.co/DXPMqfNdEn via @fil_energie #EDF #EN #SaintNazaire
410498378003664896	RT @Totoien: Cadeau de noel reçu !! #EDF http://t.co/02GljPNiVo
410491882670919680	RT @Totoien: Cadeau de noel reçu !! #EDF http://t.co/02GljPNiVo
410487839374467072	🇫🇷Ce maillot est trop beau !! Je l'honorerai comme il se doit!! 🇫🇷 #fierté #provoqueledestin #ose #nike #EdF http://t.co/yp4dgwSDgn
410485942089428992	RT @thesocialclient: "Love Your Customers", retour en vidéo: Sébastien Jumel Directeur Marketing Clients Particuliers #EDF http://t.co/7EJd…
410474337762680833	Save the Children suppressed criticism of #sponsor #BritishGas, #fuelpoverty campaign dropped to avoid offending #EDF http://t.co/j1iu5ecXNA
410469392799895552	WORTH GETTING OFF THE BUS FOR? France handed generous WC draw &gt; http://t.co/4z2vLU7yQg by @hotdogfrog #EDF #FFF
410466015110508544	RT @FrenchFtWeekly: WORTH GETTING OFF THE BUS FOR? France handed generous WC draw http://t.co/kxjR3EDOze by @hotdogfrog #EDF #FFF
410463256890052608	RT @douck12: Montrez cette image du Bresil à #Ribéry et #Benzema si après ça on ne se qualifie pas on ne peut plus rien faire #EDF http://t…
410459294250065921	RT @thesocialclient: "Love Your Customers", retour en vidéo: Sébastien Jumel Directeur Marketing Clients Particuliers #EDF http://t.co/7EJd…
410458780493549568	[VIDEO] - Jérôme Rothen : "Pour le calme de tout le monde, Deschamps ne doit pas forcément prendre #Nasri" http://t.co/UVcHCcuCj8 #EDF
410457948142702592	RT @FrenchFtWeekly: WORTH GETTING OFF THE BUS FOR? France handed generous WC draw - http://t.co/4z2vLU7yQg by @hotdogfrog #EDF #FFF
410455474241163264	#Brazuca est entre de bonnes mains ! #Zizou #Zidane #CM2014 #WC2014 #Bresil #Brasil #France #TeamFrance #EDF http://t.co/TEgcNquH1K
410455370302513152	RT @BooB_SRFC: Pour l'élection du joueur français de l'année FF, Gourcuff écarte Ribéry de son Top 5 #ol #edf #exsrfc http://t.co/8ofjErBL9b
410453723778138112	DEMOCRATIC JUSTICE IS DEAD:We now live under Corporate Law: Profit B4 Life.  http://t.co/pE1BFu9OcC  #britishtelecom,#bt_uk,#centrica,#edf
410447989446959104	Equipe de France : La marinière de retour pour le Mondial 2014 ? (Interview de Martin Lotti designer Nike) http://t.co/pMoQmwH415 #EDF #Nike
410443426966933505	D1 Féminine – journée 11 – les buts http://t.co/0Xx3Mvu3oV #edf
410443412089745408	Réactions après le tirage au sort des 32èmes de finale de la Coupe de France http://t.co/enGJUttFCQ #edf
410443352287371264	D1 Féminine – journée 11 – les buts http://t.co/xpCycBfpEj #edf
410443338337103872	Réactions après le tirage au sort des 32èmes de finale de la Coupe de France http://t.co/zOXzjwDymf #edf
410434009814953984	D1 Féminine – Journée 11 – les buts http://t.co/GWydYrqBxb #edf
410434008653115393	D1 Féminine – Journée 11 – les buts http://t.co/RZrL6PwJgE #edf
410432117840281600	RT @FrenchFtWeekly: WORTH GETTING OFF THE BUS FOR? France handed generous WC draw ~ http://t.co/4z2vLU7yQg by @hotdogfrog #EDF #FFF
